,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
209,Aadhi Roti,-1957.0,,Drama,,,Chandrakant,Prem Adib,Master Bhagwan,Daisy Irani
210,Aadhi Zindagi Aadhi Maut,-1986.0,,Thriller,,,V. Menon,Aparajita,Abhi Bhattacharya,Sargam
211,Aadi Shakti,-1992.0,,Action,,,Govind Singh,Raza Murad,Yunus Parvez,
212,Aadmi,-1968.0,175 min,"Drama, Romance",6.8,196,A. Bhimsingh,Dilip Kumar,Waheeda Rehman,Manoj Kumar
213,Aadmi,-1993.0,153 min,"Action, Crime, Drama",6.5,97,Arshad Khan,Ajit,Vikas Anand,Arjun
214,Aadmi Aur Apsara,-1991.0,142 min,Fantasy,6.7,66,J. Om Prakash,K. Raghavendra Rao,Chiranjeevi,Amrish Puri
215,Aadmi Aur Aurat,-2001.0,,Thriller,,,Alka Kubal,Raza Murad,Ramanna,
216,Aadmi Aur Insaan,-1969.0,168 min,"Drama, Romance, Thriller",6.2,149,Yash Chopra,Dharmendra,Saira Banu,Feroz Khan
217,Aadmi Khilona Hai,-1993.0,158 min,"Drama, Romance",5.0,142,J. Om Prakash,Jeetendra,Reena Roy,Govinda
218,Aadmi Ki Aurat Aur Anya Kahaniya,-2009.0,78 min,Drama,7.6,62,Amit Dutta,Ashok Chaudhary,Bramhaswaroop Mishra,Gagan Singh Sethi
219,Aadmi Sadak Ka,-1977.0,138 min,"Drama, Family",5.4,34,Devendra Goel,Shatrughan Sinha,Vikram Makandar,Zaheera
220,Aadupuliyattam,-2016.0,145 min,Horror,4.2,266,Kannan Thamarakkulam,Jayaram,Ramya Krishnan,Om Puri
221,Aafat,-1977.0,148 min,"Crime, Drama",5.3,17,Atma Ram,Navin Nischol,Leena Chandavarkar,Jayshree T.
222,Aafat-e-Ishq,-2021.0,,"Comedy, Thriller",,,Indrajit Nattoji,Amit Sial,Neha Sharma,Garima Jain
223,Aafreen,-2021.0,,Romance,,,Manjeet Rai,Chitransh Raaj,Prishita Tiwari,Sapna Shetty
224,Aag,-1948.0,138 min,"Musical, Romance",7.4,357,Raj Kapoor,Nargis,Kamini Kaushal,Nigar Sultana
225,Aag,-1967.0,,"Action, Drama",6.2,29,Naresh Kumar,Feroz Khan,Mumtaz,Achala Sachdev
226,Aag,-1994.0,139 min,"Action, Comedy, Drama",4.6,227,K. Ravi Shankar,Govinda,Shilpa Shetty Kundra,Sonali Bendre
227,Aag Andhi Aur Toofan,-1994.0,,"Action, Thriller",3.1,11,Kanti Shah,Amit Dhamija,Mukesh Khanna,Kiran Kumar
228,Aag aur Angaray,-1990.0,,Action,,,Vikaram Naroo,Rakesh Bedi,Birbal,Gulshan Grover
229,Aag Aur Chingari,-1994.0,133 min,Action,4.1,13,Kanti Shah,Alpana,Aparajita,Asrani
230,Aag Aur Daag,-1970.0,,"Action, Comedy, Drama",3.7,14,A. Salaam,Joy Mukherjee,Poonam Sinha,Master Bhagwan
231,Aag Aur Shabab,-1990.0,101 min,Thriller,,,Ravi Kumar,Madhuri,Captain Raju,
232,Aag Aur Shola,-1986.0,,"Action, Drama, Romance",4.1,42,K. Bapaiah,Jeetendra,Sridevi,Mandakini
233,Aag Aur Shola,-2001.0,,Action,,,Ravi Raja Pinisetty,Kiran Rathod,Flora Saini,Raj Shekhar
234,Aag Aur Tezaab,-1998.0,,Action,,,Israr Ahmed,Jagdish Sidana,Satish Kaul,Kader Khan
235,Aag Aur Toofan,-1975.0,,"Action, Drama, Thriller",,,Tanvir Ahmed,Mumtaz,Robin Kumar,Anwar Hussain
236,Aag Hi Aag,-1987.0,170 min,Action,5.3,93,Shibu Mitra,Dharmendra,Shatrughan Sinha,Moushumi Chatterjee
237,Aag Ka Dariya,-1990.0,,Action,4.2,22,S.V. Rajendra Singh Babu,Avtar Gill,Rajiv Kapoor,Padmini Kolhapure
238,Aag Ka Dariya,-1953.0,,"Drama, Family",,,Roop K. Shorey,Meena Shorey,Karan Dewan,Prithviraj Kapoor
239,Aag Ka Gola,-1990.0,180 min,"Action, Drama",4.8,101,David Dhawan,Sunny Deol,Dimple Kapadia,Archana Puran Singh
240,Aag Ka Gola,-2002.0,,Action,,,Kishan Shah,Junior Amitabh Bachchan,Junior Mithun Chakraborthy,Junior Sanjay Dutt
241,Aag Ka Prem Yudh,-2002.0,,Action,,,Thriller Manju,Rachana Maurya,Sanghavi,Upendra
242,Aag Ka Toofaan,-1993.0,137 min,Action,4.8,21,Kanti Shah,Dharmendra,Sadashiv Amrapurkar,Asrani
243,Aag Ke Sholay,-1988.0,138 min,"Action, Thriller",3.4,7,S.R. Pratap,Bipasha,Hemant Birje,Sudhir Dalvi
244,Aag Ke Sholay,-2001.0,139 min,Action,,,Kanti Shah,Anil Nagrath,Amit Pachori,Sapna Sappu
245,Aag Laga Do Sawan Ko,-1991.0,,"Drama, Romance",5.7,7,Anup Malik,Reema Lagoo,Kuldeep Mallik,Harish Patel
246,Aag Lagi Barsat Mein,-1990.0,,Thriller,,,Charanya,Y.G. Mahendran,Silk Smitha,
247,Aag Se Khelenge,-1989.0,151 min,Action,5.0,52,Subhash Ghai,Bhaskar Shetty,Jeetendra,Anil Kapoor
248,Aagaah: The Warning,-2011.0,,"Drama, Horror, Thriller",3.6,23,Karan Razdan,Ila Arun,Anang Desai,Zakir Hussain
249,Aage Badho,-1947.0,,Drama,6.0,6,Yeshwant Pethkar,Dev Anand,Madhu Apte,Khurshid Begum
250,Aage Badho,-1972.0,,Romance,,,I.S. Johar,Dilip Dutt,Ambika Johar,Rajeev Kumar
251,Aage Kadam,-1943.0,,,,,N.R. Acharya,Anjali Devi,Mubarak,Motilal
252,Aage Ki Soch,-1988.0,,Comedy,4.8,30,Dada Kondke,Shakti Kapoor,Huma Khan,Dada Kondke
253,Aage Maut Peeche Maut,-2001.0,78 min,Horror,3.1,7,A.T. Joy,Lekha Pande,Vimal Raj,Shakila
254,Aage Mod Hai,-1987.0,,,,,Ajit,Raja Bundela,Uday Chandra,Geeta Khanna
255,Aagey Se Right,-2009.0,117 min,"Comedy, Crime, Drama",5.0,381,Indrajit Nattoji,Shreyas Talpade,Mahie Gill,Karan Veer Mehra
256,Aaghaat,-2000.0,,Action,,,Vijay Borade,Zaffar Abbas,Mohnish Bahl,Meena Bisht
257,Aaghaaz,-2000.0,153 min,"Action, Crime, Drama",4.2,274,Yogesh Ishwar,Sunil Shetty,Sushmita Sen,Namrata Shirodkar
258,Aaghosh,-1953.0,,"Drama, Romance",,,R.D. Mathur,Agha,Nasir Khan,Leela Mishra
259,Aagman,-1982.0,,Drama,4.8,8,Muzaffar Ali,Masood Akhtar,Bharat Bhushan,Rajina Raj Bisaria
260,Aah,-1953.0,150 min,"Drama, Musical, Romance",7.2,275,Raja Nawathe,Nargis,Raj Kapoor,Vijayalaxmi
261,Aahat - Ek Ajeeb Kahani,-1971.0,,Thriller,6.4,10,Kishore Rege,Jaya Bachchan,Ramesh Deo,Dharmendra
262,Aah-E-Mazluman,-1935.0,,,,,N.G. Bulchandani,Abdul Rehman Kabuli,,
263,Aahuti,-1950.0,,,,,Kulbhushan,Cuckoo,Indubala,Vikram Kapoor
264,Aahuti,-1978.0,135 min,"Action, Drama",6.0,25,Ashok V. Bhushan,Rajendra Kumar,Shashi Kapoor,Rakesh Roshan
265,Aahuti,-1992.0,,Drama,,,Rajendra Bhatia,Arun Bali,,
266,Aahvaan,-2020.0,114 min,"Comedy, Horror",,,Amrit Raj Thakur,Dev Vart Singh,Arya Chaturvedi,Muskaan Sinha
267,Aahwan,-1996.0,,Action,,,,,,
268,Aai Bahar,-1946.0,,,,,,,,
269,Aai Phirse Bahar,-1960.0,,,,,A. Bhimsingh,Padmini,Shivaji Ganesan,Rajasulochana
270,Aaina,-1993.0,149 min,"Drama, Romance",6.0,448,Deepak Sareen,Jackie Shroff,Juhi Chawla,Amrita Singh
271,Aaina,-1977.0,150 min,Drama,6.8,94,K. Balachander,Mumtaz,Rajesh Khanna,A.K. Hangal
272,Aaina,-1944.0,,"Drama, Romance",3.2,5,S.M. Yusuf,Husn Banu,Sulochana Chatterjee,Gope
273,Aaina,-2019.0,60 min,Horror,,,Raja Bhargav,Komal Bharti,Urmila Chandolia,Ankit Jha
274,Aaiyash: The Desire,-2004.0,123 min,"Drama, Romance",,,Sandeep Kumar,Akansha,Rakhi Bajaj,Amit Dhamija
275,Aaj,-1987.0,116 min,Drama,5.5,281,Mahesh Bhatt,Raj Babbar,Smita Patil,Raj Kiran
276,Aaj Aur Kal,-1947.0,,"Comedy, Sci-Fi",4.1,8,Khwaja Ahmad Abbas,Nayantara,Shyam,Rashid Ahmed
277,Aaj Aur Kal,-1963.0,144 min,"Drama, Romance",5.6,52,Vasant Joglekar,Ashok Kumar,Sunil Dutt,Nanda
278,Aaj Jaana Hai Ke Pyaar Kya Ha,-2004.0,,Romance,,,Vikram Naaru,Arun Bakshi,Bharat Kapoor,Shakti Kapoor
279,Aaj Ka Aladdin,-1935.0,,,6.0,5,Nagendra Majumdar,,,
280,Aaj Ka Andha Kanoon,-2003.0,46 min,Action,3.1,15,Amit Chandra Sahay,Sudesh Berry,Priyanka Upendra,Aman Jalali
281,Aaj Ka Arjun,-1990.0,164 min,"Action, Crime, Drama",4.7,586,K.C. Bokadia,Amitabh Bachchan,Jaya Prada,Radhika Sarathkumar
282,Aaj Ka Daur,-1985.0,153 min,"Action, Drama",5.1,40,K. Bapaiah,Jackie Shroff,Padmini Kolhapure,Nirupa Roy
283,Aaj Ka Farhad,-1948.0,,,,,Balwant Joshi,Zohra,,
284,Aaj Ka Gang Leader,-1993.0,,Action,5.6,29,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Radha
285,Aaj Ka Goonda Raaj,-1992.0,147 min,"Action, Thriller",5.3,144,Ravi Raja Pinisetty,Chiranjeevi,Meenakshi Sheshadri,Raj Babbar
286,Aaj Ka Gunda,-2001.0,,"Action, Thriller",4.7,23,Kanti Shah,Dharmendra,Mohan Joshi,Shakti Kapoor
287,Aaj Ka Gunda,-1992.0,,Action,,,Ravi Raja Pinisetty,Chiranjeevi,Radha,Vijayshanti
288,Aaj Ka Gunda Raaj,-2006.0,,Action,6.0,46,Mahesh Anand,Tanikella Bharani,Gulshan Grover,Milind Gunaji
289,Aaj Ka Hindustan,-1940.0,,,,,Jayant Desai,Rose,Prithviraj Kapoor,Ishwarlal
290,Aaj Ka Inteqaam,-1991.0,,Thriller,,,Rajni Bala,Jainendra,Jamuna,Neela
291,Aaj Ka Krantiveer,-2004.0,,Action,,,Jayasudha,Nassar,Soundarya,Vijayakanth
292,Aaj Ka Laawaris,-2006.0,,Action,5.7,17,Arjun Sarja,Jagapathi Babu,Gajala,Vija Kumar
293,Aaj Ka Mahaatma,-1976.0,170 min,"Action, Romance",3.5,23,Kundan Kumar,Randhir Kapoor,Rekha,Ranjeet
294,Aaj Ka Maseeha,-1995.0,,Action,,,Sahil Surti,Rakesh Bedi,Brahmachari,Jamuna
295,Aaj Ka Nanha Farishta,-2000.0,,"Action, Crime, Thriller",5.8,8,Pratap Barot,Ishrat Ali,Vikas Anand,Raj Babbar
296,Aaj Ka Parshuram,-1992.0,,Action,,,Satya Murthy G.,Nagendra,Disco Shanti,
297,Aaj Ka Ravan,-2000.0,128 min,"Action, Crime",4.3,31,Kasam Ali,Mithun Chakraborty,Gajendra Chauhan,Siddharth Dhawan
298,Aaj Ka Romeo,-1995.0,,Action,,,Pavithran,Prabhu Deva,Sarath Kumar,Kushboo
299,Aaj Ka Samson,-1991.0,123 min,"Action, Romance",3.1,14,Kukoo Kapoor,Hemant Birje,Sahila Chaddha,Goga Kapoor
300,Aaj Ka Shahen Shah,-1997.0,,Action,,,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Manik Irani
301,Aaj Ka Ye Ghar,-1976.0,,Drama,4.5,10,Surendra Shailaj,Jaymala Adarsh,Shreeram Lagoo,Romesh Sharma
302,Aaj Kaa M.L.A. Ram Avtar,-1984.0,157 min,"Action, Drama",5.8,65,Narayana Rao Dasari,Rajesh Khanna,Shabana Azmi,Deven Verma
303,Aaj Kal,-1934.0,,,,,R.S. Choudhury,Jal Merchant,Shantakumari,
304,Aaj Ke Angaarey,-1988.0,128 min,"Action, Drama",5.0,26,Babbar Subhash,Vinod K. Verma,Hemant Birje,Archana Puran Singh
305,Aaj Ke Shahenshah,-1990.0,132 min,Action,3.3,15,Shibu Mitra,Jeetendra,Raj Babbar,Chunky Panday
306,Aaj Ke Sholey,-1985.0,,Adventure,5.3,37,S.V. Rajendra Singh Babu,Jayanthi,Manjula,Amrish Puri
307,Aaj Ki Awaz,-1984.0,137 min,"Action, Drama, Crime",5.6,79,Ravi Chopra,Raj Babbar,Smita Patil,Rashmi Chauhan
308,Aaj Ki Baat,-1955.0,,,,,Leela Chitnis,Ajit,Ajit Chitnis,Leela Chitnis
309,Aaj Ki Biwi,-1991.0,,Drama,,,Ajay Kumar,Vijay Kumar,Jaishree Patel,
310,Aaj Ki Dhara,-1979.0,,Drama,,,Mukul Dutt,Danny Denzongpa,Padma Khanna,Pradeep Kumar
311,Aaj Ki Duniya,-1940.0,,Drama,,,G.P. Pawar,Jeevan,Trilok Kapoor,Nazir
312,Aaj Ki Jung,-1988.0,,Action,,,Kodanda Rami Reddy A.,,,
313,Aaj Ki Pukar,-1976.0,,Drama,,,,,,
314,Aaj Ki Raat,-1948.0,,,,,D.D. Kashyap,Motilal,Suraiya,Lala Yaqoob
315,Aaj Ki Raat,-1992.0,,Thriller,,,Madhuri,Pratap,Raghu,Ravi
316,Aaj Ki Taaqat,-1992.0,,,,,Anil Nagrath,Jaya Mathur,Anil Nagrath,Sunil Puri
317,Aaj Ki Taaza Khabar,-1973.0,,Comedy,7.3,88,Rajendra Bhatia,Radha Saluja,Kiran Kumar,I.S. Johar
318,Aaj Kie Aurat,-1993.0,,"Action, Drama",3.8,14,Avtar Bhogal,Jeetendra,Dimple Kapadia,Sujata Mehta
319,Aaj Watan Ne Humen Pukara,-1968.0,,Drama,,,,,,
320,Aaja Mere Mehboob,-1994.0,,Romance,,,Rakesh Kakaria,,,
321,Aaja Mere Raja,-2000.0,,Drama,,,Pradeep Chandra,Beena Banerjee,Amita Nangia,Moon Moon Sen
322,Aaja Meri Bahon Mein,-2002.0,,Romance,,,,,,
323,Aaja Meri Jaan,-1993.0,162 min,Romance,4.4,30,Ketan Anand,Krishan Kumar,Tanya Singh,Shammi Kapoor
324,Aaja Nachle,-2007.0,137 min,"Drama, Family, Music",6.2,"2,998",Anil Mehta,Madhuri Dixit,Darshan Jariwala,Raghuvir Yadav
325,Aaja Re O Sajana,-1994.0,,"Drama, Romance",,,Tammu Hasan,Neelima Azim,Bob Christo,Puneet Issar
326,Aaja Sanam,-1968.0,121 min,"Drama, Romance",6.7,14,Yusuf Naqvi,Feroz Khan,Tanuja,Deven Verma
327,Aaja Sanam,-1994.0,,"Drama, Romance",3.3,7,Mohnish Bahl,Chandni,Kulbhushan Kharbanda,Ranbir Pushp
328,Aakanksha,-1993.0,120 min,Drama,,,Dinkar Chowdhary,Om Puri,Pankaj Kapur,Sadashiv Amrapurkar
329,Aakhet,,,Drama,,,Ravi Buley,Tanima Bhattacharya,Narottam Bain,Rajnikant Singh
330,Aakhir,-1984.0,,Comedy,,,K.K. Talwar,Jalal Agha,Kalpana Iyer,Jagdeep
331,Aakhir Kaun Thi Woh?,-2000.0,,"Action, Mystery, Thriller",4.4,5,Bapu,Raj Babbar,Raza Murad,Sripradha
332,Aakhir Kyon?,-1985.0,,Drama,6.6,158,J. Om Prakash,Rajesh Khanna,Smita Patil,Rakesh Roshan
333,Aakhree Raasta,-1986.0,164 min,"Action, Crime, Drama",7.1,"1,283",Bhagyaraj,Amitabh Bachchan,Sridevi,Jaya Prada
334,Aakhri Adaalat,-1988.0,148 min,"Action, Thriller",5.2,78,Rajiv Mehra,Vinod Khanna,Dimple Kapadia,Jackie Shroff
335,Aakhri Baazi,-1989.0,149 min,"Action, Drama, Family",4.1,53,Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda
336,Aakhri Badla,-1989.0,120 min,"Action, Crime, Drama",5.0,21,Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya
337,Aakhri Badla,-2004.0,,Action,,,Meena Amani,Harikrishna,Rajeev Kanakala,Mumait Khan
338,Aakhri Cheekh,-1991.0,,Horror,4.8,47,Kiran Ramsay,Vijayendra Ghatge,Javed Khan,Sripradha
339,Aakhri Chetawani,-1993.0,,,,,Deva Dutta,Bharat Bhushan,Sudha Chandran,Amita Nangia
340,Aakhri Daao,-1975.0,,"Action, Crime, Drama",5.5,29,A. Salaam,Jeetendra,Saira Banu,Padma Khanna
341,Aakhri Daku,-1978.0,,Action,5.6,21,Prakash Mehra,Randhir Kapoor,Vinod Khanna,Rekha
342,Aakhri Dao,-1958.0,,Comedy,6.4,16,Mahesh Kaul,Nutan,Shekhar,Jeevan
343,Aakhri Dastak,-2004.0,,Drama,,,Kishore Dang,Aasif Sheikh,Preeti Bhutani,Raza Murad
344,Aakhri Galti,-1936.0,,,,,Kamlabai Gokhale,,,
345,Aakhri Geet,-1975.0,,,,,G.V. Iyer,G.V. Narayana Rao,Rekha,Krishna Swamy
346,Aakhri Ghulam,-1989.0,171 min,"Action, Crime, Drama",4.9,34,Shibu Mitra,Mithun Chakraborty,Sonam,Anupam Kher
347,Aakhri Goli,-1977.0,,Action,4.8,18,Shibu Mitra,Sunil Dutt,Leena Chandavarkar,Farida Jalal
348,Aakhri Insaaf,-1980.0,,"Action, Mystery",4.9,10,Kalidas,Mithun Chakraborty,Vijayendra Ghatge,Ashok Kumar
349,Aakhri Inteqam,-2002.0,,Action,2.5,16,Rajesh Bakshi,Sudesh Berry,Anu Kashyap,Amit Pachori
350,Aakhri Kasam,-1979.0,126 min,"Action, Thriller",6.3,7,Dinesh-Ramanesh,Ramesh Puri,Vinod Mehra,Yogeeta Bali
351,Aakhri Khat,-1966.0,153 min,Drama,6.9,122,Chetan Anand,Rajesh Khanna,Indrani Mukherjee,Master Bunty
352,Aakhri Khwahish-Ek Gunah Ki,-2003.0,,Thriller,,,Amrit Batra,Arun Bakshi,Ramesh Bhatkar,Dinesh Hingoo
353,Aakhri Mohabbat,-1994.0,,Romance,,,Abhilasha,Girish,Ravi Menon,Raghu
354,Aakhri Mujra,-1981.0,121 min,"Drama, Musical",,,Hiren Nag,Asha Parekh,Vikram Makandar,Zarina Wahab
355,Aakhri Muqabla,-1978.0,,Action,,,,,,
356,Aakhri Nishan,-1974.0,,,,,S.A. Ashokan,Ram Chandran,Jyothi Lakshmi,
357,Aakhri Nishchay,-1988.0,,Drama,,,K.C. Agarwal,Ratan Aulakh,Anil Chadha,Sudhir Dalvi
358,Aakhri Paigham,-1949.0,,,,,Muzammil Khurshid,Muzammil Khurshid,Leela Mishra,Niranjan Sharma
359,Aakhri Raat,-1999.0,,Thriller,,,Papu Bahruz,Sudhir Dalvi,Raj Devgan,Mushtaq Khan
360,Aakhri Sajda,-1977.0,110 min,Drama,,,Helen,Jagdeep,Murad,Maya Sinha
361,Aakhri Sangam,-1990.0,160 min,"Action, Romance",7.3,39,N.K. Vishwanathan,Nassar,Nirosha,Aurn Pandian
362,Aakhri Sanghursh,-1997.0,138 min,Action,2.8,17,Narendra Bedi,Vijayendra Ghatge,Kaajal Kiran,Mukesh Khanna
363,Aakhri Sauda: The Last Deal,-2016.0,,Thriller,,,Sandeep Kumar,Tanvi Arora,Sonia Bajwa,Aaryan Chopra
364,Aakraman,-1975.0,139 min,"Drama, History, Romance",6.3,44,J. Om Prakash,Ashok Kumar,Sanjeev Kumar,Rakesh Roshan
365,Aakrandan,-2001.0,,Drama,,,,,,
366,Aakrant,-1988.0,,Drama,,,Vinod Kumar,Sadashiv Amrapurkar,C.S. Dubey,Kislaya
367,Aakrosh,-1980.0,144 min,"Crime, Drama, Music",7.9,887,Govind Nihalani,Naseeruddin Shah,Smita Patil,Amrish Puri
368,Aakrosh,-2010.0,115 min,"Action, Crime, Thriller",7.0,"3,464",Priyadarshan,Ajay Devgn,Akshaye Khanna,Bipasha Basu
369,Aakrosh: Cyclone of Anger,-1998.0,,"Action, Crime, Drama",4.6,93,Lateef Binny,Sunil Shetty,Shilpa Shetty Kundra,Girish Karnad
370,Aalaap,-2012.0,116 min,Sci-Fi,5.4,26,Manish Manikpuri,Omkar Das Manikpuri,Pitobash,Amit Purohit
371,Aalavandhan,-2001.0,177 min,"Action, Thriller",7.2,"2,192",Suresh Krishna,Kamal Haasan,Raveena Tandon,Manisha Koirala
372,Aalha Udal,-1962.0,,"Drama, History",,,Jaswant Jhaveri,Master Bhagwan,Paidi Jairaj,Jeevan
373,Aalwar,-2007.0,152 min,Action,3.0,922,Chella,Ajith Kumar,Asin Thottumkal,Vivek
374,Aamaar Bhuvan,-2018.0,107 min,"Drama, Family",7.7,72,Mrinal Sen,Saswata Chatterjee,Nandita Das,Koushik Sen
375,Aamdani Atthanni Kharcha Rupaiya,-2001.0,150 min,"Comedy, Drama, Family",4.8,"1,238",K. Raghavendra Rao,A.S. Ravindra Babu,Govinda,Juhi Chawla
376,Aamir,-2008.0,99 min,"Action, Crime, Drama",7.7,"10,862",Raj Kumar Gupta,Rajeev Khandelwal,Aishwarya,Vasan Bala
377,Aamna Saamna,-2013.0,62 min,Animation,,,Rajiv Chilaka,Jigna Bhardwaj,Rajesh Kava,Sabina Malik
378,Aamne - Saamne,-1967.0,163 min,"Crime, Mystery, Romance",6.5,81,Suraj Prakash,Shashi Kapoor,Sharmila Tagore,Prem Chopra
379,Aamne Samne,-1982.0,143 min,"Action, Crime, Drama",6.4,53,Ashim S. Samanta,Mithun Chakraborty,Bindiya Goswami,Arti Gupta
380,Aamras: The Sweet Taste of Friendship,-2009.0,,Drama,5.8,60,Rupali Guha,Vega Tamotia,Ntasha Bhardwaj,Maanvi Gagroo
381,Aamrityu,-2018.0,,Drama,,,Arup Manna,,,
382,Aan Aur Shaan,-1984.0,130 min,Drama,6.4,37,Ravi Tandon,Rishi Kapoor,Moushumi Chatterjee,Shammi Kapoor
383,Aan Baan,-1972.0,,Drama,6.1,28,Prakash Mehra,Rajendra Kumar,Rakhee Gulzar,Kumkum
384,Aan Baan,-1956.0,,Romance,2.8,5,D.D. Kashyap,Ajit,Nalini Jaywant,Mahipal
385,Aan Milo Sajna,-1970.0,177 min,"Drama, Musical, Romance",6.4,211,Mukul Dutt,Rajesh Khanna,Asha Parekh,Vinod Khanna
386,Aan: Men at Work,-2004.0,149 min,"Action, Crime, Drama",5.7,"2,907",Madhur Bhandarkar,Akshay Kumar,Shatrughan Sinha,Sunil Shetty
387,Aanch,-2003.0,160 min,Drama,5.6,102,Rajesh Ram Singh,Arun Bakshi,Suchindra Bali,Poonam Jhawer
388,Aanchal,-1980.0,138 min,"Action, Drama, Family",6.4,58,Anil Ganguly,Rajesh Khanna,Rakhee Gulzar,Rekha
389,Aanchal,-1960.0,,"Drama, Family",4.9,8,Vasant Joglekar,Ashok Kumar,Nirupa Roy,Nanda
390,Aanchal Ke Phool,-1968.0,,Drama,5.7,6,Karunesh Thakur,Sajjan,Kamini Kaushal,Dev Dutt
391,Aandha Intaquam,-1993.0,,Action,,,Swaroop Kumar,Shanti Priya,Ronit Roy,Tapasya
392,Aandhi,-1975.0,133 min,"Drama, Romance",8.1,"1,406",Gulzar,Suchitra Sen,Sanjeev Kumar,Om Shivpuri
393,Aandhi,-1948.0,,Drama,,,T.R. Sundaram,,,
394,Aandhi Aur Toofan,-1964.0,,"Action, Adventure, Romance",6.0,8,Mohammed Hussain,Dara Singh,Mumtaz,Kamran
395,Aandhi-Toofan,-1985.0,144 min,Drama,6.1,49,Babbar Subhash,Shashi Kapoor,Hema Malini,Danny Denzongpa
396,Aandhiyan,-1952.0,136 min,Drama,7.4,30,Chetan Anand,Dev Anand,Nimmi,Kalpana Kartik
397,Aandhiyan,-1990.0,145 min,Drama,4.8,38,David Dhawan,Mumtaz,Prasenjit Chatterjee,Madhushree
398,Aangan,-1959.0,,"Music, Romance",6.6,31,O.P. Dutta,Agha,Ameeta,Rehman
399,Aangan,-1973.0,,"Drama, Family",,,Nasir Hussain,Farida Jalal,Ashim Kumar,Leela Mishra
400,Aangan Ki Kali,-1979.0,,"Drama, Family",5.6,5,Harsh Kohli,Rakesh Roshan,Lakshmi,Prema Narayan
401,Aani Maani,-2019.0,94 min,Drama,6.6,15,Fahim Irshad,Farrukh Seyer,Priyanka Verma,Neha Singh
402,Aankh Ka Nasha,-1933.0,,,,,J.J. Madan,Khurshid Begum,Mukhtar Begum,Jehanara Kajjan
403,Aankh Ki Sharm,-1943.0,,,,,Balwant Bhatt,Prithviraj Kapoor,Trilok Kapoor,Kaushalya
404,Aankh Micholi,-1972.0,,Family,6.0,6,Ramanna,Rakesh Roshan,Bharti,Om Prakash
405,Aankh Micholi,-2021.0,,"Comedy, Family",,,Umesh Shukla,Paresh Rawal,Sharman Joshi,Abhimanyu Dasani
406,Aankh Michouli,-1942.0,,,,,R.S. Choudhury,Nalini Jaywant,,
407,Aankhein: The Third Eye,-2004.0,,Action,7.4,15,Nassar,Sada,Srikanth,
408,Aankhen,-1993.0,170 min,"Action, Comedy, Crime",6.7,"1,898",David Dhawan,Govinda,Chunky Panday,Raj Babbar
409,Aankhen,-1950.0,,"Drama, Family",7.2,6,Devendra Goel,Shekhar,Bharat Bhushan,Nalini Jaywant
410,Aankhen,-2002.0,165 min,"Crime, Drama, Thriller",7.4,"12,574",Vipul Amrutlal Shah,Amitabh Bachchan,Akshay Kumar,Sushmita Sen
411,Aankhen 2,-2021.0,,Thriller,,,Abhinay Deo,Amitabh Bachchan,Sidharth Malhotra,
412,Aankhin Dekhi,-1978.0,,Drama,,,Rajinder Singh Bedi,Suresh Bhagwat,Bhanumati,Bipin Gupta
413,Aankhon Aankhon Mein,-1972.0,154 min,"Drama, Romance",6.4,28,Raghunath Jhalani,Rakhee Gulzar,Rakesh Roshan,Achala Sachdev
414,Aankhon Mein Sapne Liye,-2005.0,,Romance,,,Nilu Gavankar,Usha Bachani,Janina Gavankar,Cleo Isaacs
415,Aansoo,-1953.0,,Drama,,,Shanti Kumar,Kamini Kaushal,Kumkum,Madan Mohan
416,Aansoo Aur Muskan,-1970.0,150 min,"Comedy, Drama, Family",6.5,24,P. Madhavan,Hema Malini,Parikshit Sahni,Jagdeep
417,Aansuon Ki Duniya,-1936.0,,,,,Anand Prasad Kapoor,Anwari,Sarla,Surendra
418,Aantiya,-1993.0,,Drama,,,Hiren Goswani,Dixita,Anant Galvi,Raj Goswami
419,Aao Baby Pyar Karen,-1983.0,,Romance,,,,,,
420,Aao Hum Saath Chalein,-2003.0,,Romance,,,,,,
421,Aao Jao Ghar Tumhara,-1984.0,,Drama,,,Murlidhar Kapdi,Agha,Birbal,Chandrashekhar
422,Aao Khelein Gilli Danda,-2021.0,,Drama,,,Faheem Chaudhry,Sonal Jha,Omkar Das Manikpuri,Rajesh Jais
423,Aao Milkar Gaen,-1964.0,,Documentary,,,Pramod Pati,,,
424,Aao Pyaar Karen,-1964.0,,"Drama, Romance",6.2,15,R.K. Nayyar,Joy Mukherjee,Saira Banu,Sanjeev Kumar
425,Aao Pyaar Karen,-1983.0,,Drama,,,Prakash Verma,Anita Advani,Radhika Bartake,Benjamin Gilani
426,Aao Pyaar Karen,-1994.0,141 min,Romance,4.2,160,Ravindra Peepat,Saif Ali Khan,Shilpa Shetty Kundra,Somy Ali
427,Aao Wish Karein,-2009.0,140 min,"Comedy, Family, Fantasy",5.1,584,Glen Barreto,Aftab Shivdasani,Aamna Sharif,Rati Agnihotri
